Date,Username,Rating,Review Text,cleaning,case folding,normalisasi,tokenize,stopword removal,steming_data,Sentiment
2024-09-06 19:00:48,Memey Putri,1,"Dari tgl 1 sampe tgl 6 wiffi gak tersambung karna sedang perbaikan. Harus nya ada penambahan masa aktif yg sudah ke buang sia sia selama 6 hari gak pake wiffi. Sudah pengajuan lewat email juga malah alesan harus 7hari baru bisa di tambah masa aktif. Lah kocak!! Yg bikin wiffi gak bisa di pake kan dari pihak lo bukan gw yg errorin tuh wiffi. Dah lah pindah wiffi gak akan oxygen lagi!!! Udah lama berhari hari tanpa wiffi di suruh pengaduan lewat email,tapi jwbn nya kocak!!!",Dari tgl  sampe tgl  wiffi gak tersambung karna sedang perbaikan Harus nya ada penambahan masa aktif yg sudah ke buang sia sia selama  hari gak pake wiffi Sudah pengajuan lewat email juga malah alesan harus hari baru bisa di tambah masa aktif Lah kocak Yg bikin wiffi gak bisa di pake kan dari pihak lo bukan gw yg errorin tuh wiffi Dah lah pindah wiffi gak akan oxygen lagi Udah lama berhari hari tanpa wiffi di suruh pengaduan lewat emailtapi jwbn nya kocak,dari tgl  sampe tgl  wiffi gak tersambung karna sedang perbaikan harus nya ada penambahan masa aktif yg sudah ke buang sia sia selama  hari gak pake wiffi sudah pengajuan lewat email juga malah alesan harus hari baru bisa di tambah masa aktif lah kocak yg bikin wiffi gak bisa di pake kan dari pihak lo bukan gw yg errorin tuh wiffi dah lah pindah wiffi gak akan oxygen lagi udah lama berhari hari tanpa wiffi di suruh pengaduan lewat emailtapi jwbn nya kocak,dari tanggal sampai tanggal wiffi tidak tersambung karena sedang perbaikan harus ya ada penambahan masa aktif yang sudah ke buang sia sia selama hari tidak pakai wiffi sudah pengajuan lewat email juga malah alesan harus hari baru bisa di tambah masa aktif lah kocak yang bikin wiffi tidak bisa di pakai kan dari pihak lo bukan gue yang errorin tuh wiffi sudah lah pindah wiffi tidak akan oxygen lagi sudah lama berhari hari tanpa wiffi di suruh pengaduan lewat emailtapi jwbn ya kocak,"['dari', 'tanggal', 'sampai', 'tanggal', 'wiffi', 'tidak', 'tersambung', 'karena', 'sedang', 'perbaikan', 'harus', 'ya', 'ada', 'penambahan', 'masa', 'aktif', 'yang', 'sudah', 'ke', 'buang', 'sia', 'sia', 'selama', 'hari', 'tidak', 'pakai', 'wiffi', 'sudah', 'pengajuan', 'lewat', 'email', 'juga', 'malah', 'alesan', 'harus', 'hari', 'baru', 'bisa', 'di', 'tambah', 'masa', 'aktif', 'lah', 'kocak', 'yang', 'bikin', 'wiffi', 'tidak', 'bisa', 'di', 'pakai', 'kan', 'dari', 'pihak', 'lo', 'bukan', 'gue', 'yang', 'errorin', 'tuh', 'wiffi', 'sudah', 'lah', 'pindah', 'wiffi', 'tidak', 'akan', 'oxygen', 'lagi', 'sudah', 'lama', 'berhari', 'hari', 'tanpa', 'wiffi', 'di', 'suruh', 'pengaduan', 'lewat', 'emailtapi', 'jwbn', 'ya', 'kocak']","['tanggal', 'tanggal', 'wiffi', 'tersambung', 'perbaikan', 'ya', 'penambahan', 'aktif', 'buang', 'sia', 'sia', 'pakai', 'wiffi', 'pengajuan', 'email', 'alesan', 'aktif', 'kocak', 'bikin', 'wiffi', 'pakai', 'lo', 'gue', 'errorin', 'tuh', 'wiffi', 'pindah', 'wiffi', 'oxygen', 'berhari', 'wiffi', 'suruh', 'pengaduan', 'emailtapi', 'jwbn', 'ya', 'kocak']",tanggal tanggal wiffi sambung baik ya tambah aktif buang sia sia pakai wiffi aju email alesan aktif kocak bikin wiffi pakai lo gue errorin tuh wiffi pindah wiffi oxygen hari wiffi suruh adu emailtapi jwbn ya kocak,Negatif
2024-09-05 07:45:29,Dwi Prata,1,Tidak jelas aplikasis suka error masukin alamat email bilang engga terdaftar masukin nomor sama juga padahal tagihan larinya ke email,Tidak jelas aplikasis suka error masukin alamat email bilang engga terdaftar masukin nomor sama juga padahal tagihan larinya ke email,tidak jelas aplikasis suka error masukin alamat email bilang engga terdaftar masukin nomor sama juga padahal tagihan larinya ke email,tidak jelas aplikasis suka error memasuki alamat email bilang tidak terdaftar memasuki nomor sama juga padahal tagihan larinya ke email,"['tidak', 'jelas', 'aplikasis', 'suka', 'error', 'memasuki', 'alamat', 'email', 'bilang', 'tidak', 'terdaftar', 'memasuki', 'nomor', 'sama', 'juga', 'padahal', 'tagihan', 'larinya', 'ke', 'email']","['aplikasis', 'suka', 'error', 'memasuki', 'alamat', 'email', 'bilang', 'terdaftar', 'memasuki', 'nomor', 'tagihan', 'larinya', 'email']",aplikasis suka error pasuk alamat email bilang daftar pasuk nomor tagih lari email,Negatif
2024-09-04 01:56:36,RAFIQ 05,1,"Nyesel2 sumpah ga dengerin temen blg jgn pake ini , gw pindah dari si merah berharap dpt yg lebih baik malah lebih parah ,baru sehari pasa udah muter2 aja padahal ga banyak yg pake ,speedtest di apk ini ga lebih dari 10mbps pdhl langganan nya 50mbps ini macam mana woy ? Bisa refund kah klo gini ceritanya penipuan namanya",Nyesel sumpah ga dengerin temen blg jgn pake ini  gw pindah dari si merah berharap dpt yg lebih baik malah lebih parah baru sehari pasa udah muter aja padahal ga banyak yg pake speedtest di apk ini ga lebih dari mbps pdhl langganan nya mbps ini macam mana woy  Bisa refund kah klo gini ceritanya penipuan namanya,nyesel sumpah ga dengerin temen blg jgn pake ini  gw pindah dari si merah berharap dpt yg lebih baik malah lebih parah baru sehari pasa udah muter aja padahal ga banyak yg pake speedtest di apk ini ga lebih dari mbps pdhl langganan nya mbps ini macam mana woy  bisa refund kah klo gini ceritanya penipuan namanya,menyesal sumpah tidak mendengarkan teman bilang jangan pakai ini gue pindah dari sih merah berharap dapat yang lebih baik malah lebih parah baru sehari pasa sudah muter saja padahal tidak banyak yang pakai speedtest di apk ini tidak lebih dari mbps padahal langganan ya mbps ini macam mana woy bisa refund kah kalau begini ceritanya penipuan namanya,"['menyesal', 'sumpah', 'tidak', 'mendengarkan', 'teman', 'bilang', 'jangan', 'pakai', 'ini', 'gue', 'pindah', 'dari', 'sih', 'merah', 'berharap', 'dapat', 'yang', 'lebih', 'baik', 'malah', 'lebih', 'parah', 'baru', 'sehari', 'pasa', 'sudah', 'muter', 'saja', 'padahal', 'tidak', 'banyak', 'yang', 'pakai', 'speedtest', 'di', 'apk', 'ini', 'tidak', 'lebih', 'dari', 'mbps', 'padahal', 'langganan', 'ya', 'mbps', 'ini', 'macam', 'mana', 'woy', 'bisa', 'refund', 'kah', 'kalau', 'begini', 'ceritanya', 'penipuan', 'namanya']","['menyesal', 'sumpah', 'mendengarkan', 'teman', 'bilang', 'pakai', 'gue', 'pindah', 'sih', 'merah', 'berharap', 'parah', 'sehari', 'pasa', 'muter', 'pakai', 'speedtest', 'apk', 'mbps', 'langganan', 'ya', 'mbps', 'woy', 'refund', 'kah', 'ceritanya', 'penipuan', 'namanya']",sesal sumpah dengar teman bilang pakai gue pindah sih merah harap parah hari pasa muter pakai speedtest apk mbps langgan ya mbps woy refund kah cerita tipu nama,Positif
2024-09-03 13:53:40,Hoerudin Wijaya,3,Perbaikan Gangguan terlalu lama banget. Ga di rekomendasi kan wifi ini.,Perbaikan Gangguan terlalu lama banget Ga di rekomendasi kan wifi ini,perbaikan gangguan terlalu lama banget ga di rekomendasi kan wifi ini,perbaikan gangguan terlalu lama banget tidak di rekomendasi kan wifi ini,"['perbaikan', 'gangguan', 'terlalu', 'lama', 'banget', 'tidak', 'di', 'rekomendasi', 'kan', 'wifi', 'ini']","['perbaikan', 'gangguan', 'banget', 'rekomendasi', 'wifi']",baik ganggu banget rekomendasi wifi,Negatif
2024-08-31 19:57:29,Riski ilham,4,"Wifi lancar,,mulai siang sampai malam mulai lost connection,,tolong perbaiki,,",Wifi lancarmulai siang sampai malam mulai lost connectiontolong perbaiki,wifi lancarmulai siang sampai malam mulai lost connectiontolong perbaiki,wifi lancarmulai siang sampai malam mulai lost connectiontolong perbaiki,"['wifi', 'lancarmulai', 'siang', 'sampai', 'malam', 'mulai', 'lost', 'connectiontolong', 'perbaiki']","['wifi', 'lancarmulai', 'siang', 'malam', 'lost', 'connectiontolong', 'perbaiki']",wifi lancarmulai siang malam lost connectiontolong baik,Negatif
2024-08-31 09:24:25,Utha Lubis,1,TERLALU BOBROK SERING RUSAK !! MEMBUAT PELANGGAN KECEWA SAYA REKOMENDASIKAN JANGAN PERNAH PAKAI OXYGEN !!,TERLALU BOBROK SERING RUSAK  MEMBUAT PELANGGAN KECEWA SAYA REKOMENDASIKAN JANGAN PERNAH PAKAI OXYGEN ,terlalu bobrok sering rusak  membuat pelanggan kecewa saya rekomendasikan jangan pernah pakai oxygen ,terlalu bobrok sering rusak membuat pelanggan kecewa saya rekomendasikan jangan pernah pakai oxygen,"['terlalu', 'bobrok', 'sering', 'rusak', 'membuat', 'pelanggan', 'kecewa', 'saya', 'rekomendasikan', 'jangan', 'pernah', 'pakai', 'oxygen']","['bobrok', 'rusak', 'pelanggan', 'kecewa', 'rekomendasikan', 'pakai', 'oxygen']",bobrok rusak langgan kecewa rekomendasi pakai oxygen,Positif
2024-08-24 10:20:15,Marpaung Hendri,5,Simpel,Simpel,simpel,simpel,['simpel'],['simpel'],simpel,Positif
2024-08-24 06:07:26,Hobi Game,1,"BUAT YG MAU PASANG MENDING JANGAN , EROR SAMPE 15 JAM , RESPON LAMBAT , PELAYANAN BURUK , BANYAK PROVIDER LAIN MENDING JANGAN PAKE OXYGEN",BUAT YG MAU PASANG MENDING JANGAN  EROR SAMPE  JAM  RESPON LAMBAT  PELAYANAN BURUK  BANYAK PROVIDER LAIN MENDING JANGAN PAKE OXYGEN,buat yg mau pasang mending jangan  eror sampe  jam  respon lambat  pelayanan buruk  banyak provider lain mending jangan pake oxygen,buat yang mau pasang mending jangan eror sampai jam respon lambat pelayanan buruk banyak provider lain mending jangan pakai oxygen,"['buat', 'yang', 'mau', 'pasang', 'mending', 'jangan', 'eror', 'sampai', 'jam', 'respon', 'lambat', 'pelayanan', 'buruk', 'banyak', 'provider', 'lain', 'mending', 'jangan', 'pakai', 'oxygen']","['pasang', 'mending', 'eror', 'jam', 'respon', 'lambat', 'pelayanan', 'buruk', 'provider', 'mending', 'pakai', 'oxygen']",pasang mending eror jam respon lambat layan buruk provider mending pakai oxygen,Positif
2024-08-23 16:03:41,ShoesZ,1,Lemot,Lemot,lemot,lemot,['lemot'],['lemot'],lot,Negatif
2024-08-21 15:42:01,adil dachi,1,Jaringan jelek sama customer service ga jelas... Template jawabannya trus balasnya lama banget,Jaringan jelek sama customer service ga jelas Template jawabannya trus balasnya lama banget,jaringan jelek sama customer service ga jelas template jawabannya trus balasnya lama banget,jaringan jelek sama customer service tidak jelas template jawabannya terus balasnya lama banget,"['jaringan', 'jelek', 'sama', 'customer', 'service', 'tidak', 'jelas', 'template', 'jawabannya', 'terus', 'balasnya', 'lama', 'banget']","['jaringan', 'jelek', 'customer', 'service', 'template', 'jawabannya', 'balasnya', 'banget']",jaring jelek customer service template jawab balas banget,Positif
2024-08-14 05:34:09,H. Ruslan Abudenan,5,Sangat membantu dengan adanya Selfcare Oxigen dan biaya perbulanannya terjangkau...,Sangat membantu dengan adanya Selfcare Oxigen dan biaya perbulanannya terjangkau,sangat membantu dengan adanya selfcare oxigen dan biaya perbulanannya terjangkau,sangat membantu dengan adanya selfcare oxigen dan biaya perbulanannya terjangkau,"['sangat', 'membantu', 'dengan', 'adanya', 'selfcare', 'oxigen', 'dan', 'biaya', 'perbulanannya', 'terjangkau']","['membantu', 'selfcare', 'oxigen', 'biaya', 'perbulanannya', 'terjangkau']",bantu selfcare oxigen biaya bulan jangkau,Negatif
2024-08-13 05:40:09,Danu Prastyo,1,Bayarannya doang dinaikin tapi fasilitas ke konsumen jelek parah.. sinyal nya suka putus trus padahal langganan tahunan paket 50mb.. tolong perbaiki lagi jangan mengecewakan konsumen saya sudah langganan dari 2020.. Apa saya harus pindah langganan Klo kaya gini trus?,Bayarannya doang dinaikin tapi fasilitas ke konsumen jelek parah sinyal nya suka putus trus padahal langganan tahunan paket mb tolong perbaiki lagi jangan mengecewakan konsumen saya sudah langganan dari  Apa saya harus pindah langganan Klo kaya gini trus,bayarannya doang dinaikin tapi fasilitas ke konsumen jelek parah sinyal nya suka putus trus padahal langganan tahunan paket mb tolong perbaiki lagi jangan mengecewakan konsumen saya sudah langganan dari  apa saya harus pindah langganan klo kaya gini trus,bayarannya doang dinaikin tapi fasilitas ke konsumen jelek parah sinyal ya suka putus terus padahal langganan tahunan paket mbak tolong perbaiki lagi jangan mengecewakan konsumen saya sudah langganan dari apa saya harus pindah langganan kalau kayak begini terus,"['bayarannya', 'doang', 'dinaikin', 'tapi', 'fasilitas', 'ke', 'konsumen', 'jelek', 'parah', 'sinyal', 'ya', 'suka', 'putus', 'terus', 'padahal', 'langganan', 'tahunan', 'paket', 'mbak', 'tolong', 'perbaiki', 'lagi', 'jangan', 'mengecewakan', 'konsumen', 'saya', 'sudah', 'langganan', 'dari', 'apa', 'saya', 'harus', 'pindah', 'langganan', 'kalau', 'kayak', 'begini', 'terus']","['bayarannya', 'doang', 'dinaikin', 'fasilitas', 'konsumen', 'jelek', 'parah', 'sinyal', 'ya', 'suka', 'putus', 'langganan', 'tahunan', 'paket', 'mbak', 'tolong', 'perbaiki', 'mengecewakan', 'konsumen', 'langganan', 'pindah', 'langganan', 'kayak']",bayar doang dinaikin fasilitas konsumen jelek parah sinyal ya suka putus langgan tahun paket mbak tolong baik kecewa konsumen langgan pindah langgan kayak,Positif
2024-08-13 05:31:59,Fikri Haikal,1,"Wifi jelek bgt ternyata, kadang gaada internet nya, tiap hari bgini, nyesel jdinya",Wifi jelek bgt ternyata kadang gaada internet nya tiap hari bgini nyesel jdinya,wifi jelek bgt ternyata kadang gaada internet nya tiap hari bgini nyesel jdinya,wifi jelek banget ternyata kadang internet ya tiap hari begini menyesal jdinya,"['wifi', 'jelek', 'banget', 'ternyata', 'kadang', 'internet', 'ya', 'tiap', 'hari', 'begini', 'menyesal', 'jdinya']","['wifi', 'jelek', 'banget', 'kadang', 'internet', 'ya', 'menyesal', 'jdinya']",wifi jelek banget kadang internet ya sesal jdinya,Positif
2024-08-11 05:55:41,REDY ARIESNA,1,Ga bisa di buka2,Ga bisa di buka,ga bisa di buka,tidak bisa di buka,"['tidak', 'bisa', 'di', 'buka']",['buka'],buka,Negatif
2024-08-05 08:59:36,Imam Fauji,1,"Percuma nyari pelanggan baru, dan jor joran iklan di mana mana, tapi pelanggan lama di kecewain terus,",Percuma nyari pelanggan baru dan jor joran iklan di mana mana tapi pelanggan lama di kecewain terus,percuma nyari pelanggan baru dan jor joran iklan di mana mana tapi pelanggan lama di kecewain terus,percuma mencari pelanggan baru dan jor joran iklan di mana mana tapi pelanggan lama di kecewain terus,"['percuma', 'mencari', 'pelanggan', 'baru', 'dan', 'jor', 'joran', 'iklan', 'di', 'mana', 'mana', 'tapi', 'pelanggan', 'lama', 'di', 'kecewain', 'terus']","['mencari', 'pelanggan', 'jor', 'joran', 'iklan', 'pelanggan', 'kecewain']",cari langgan jor joran iklan langgan kecewain,Positif
2024-08-03 17:56:19,Yolde ID S,1,"Setelah lama saya langganan, saya ngerasa jaringannya agak kurang ya dan juga sering terjadi gangguan jaringan. tolong dong diperbaiki agar tidak merugikan orang lain",Setelah lama saya langganan saya ngerasa jaringannya agak kurang ya dan juga sering terjadi gangguan jaringan tolong dong diperbaiki agar tidak merugikan orang lain,setelah lama saya langganan saya ngerasa jaringannya agak kurang ya dan juga sering terjadi gangguan jaringan tolong dong diperbaiki agar tidak merugikan orang lain,setelah lama saya langganan saya merasa jaringannya agak kurang ya dan juga sering terjadi gangguan jaringan tolong dong diperbaiki agar tidak merugikan orang lain,"['setelah', 'lama', 'saya', 'langganan', 'saya', 'merasa', 'jaringannya', 'agak', 'kurang', 'ya', 'dan', 'juga', 'sering', 'terjadi', 'gangguan', 'jaringan', 'tolong', 'dong', 'diperbaiki', 'agar', 'tidak', 'merugikan', 'orang', 'lain']","['langganan', 'jaringannya', 'ya', 'gangguan', 'jaringan', 'tolong', 'diperbaiki', 'merugikan', 'orang']",langgan jaring ya ganggu jaring tolong baik rugi orang,Positif
2024-07-31 04:21:33,just pL,1,AMAT SANGAT BURUK !! INTERNET SELALU LOS SAYA SEORANG CONTENT CREATOR YANG BUTUH INTERNET BAIK DAN NORMAL SUDAH 3 BULAN PASANG 10X MENGALAMI MASALAH !! BURUKK SEBURUKNYA,AMAT SANGAT BURUK  INTERNET SELALU LOS SAYA SEORANG CONTENT CREATOR YANG BUTUH INTERNET BAIK DAN NORMAL SUDAH  BULAN PASANG X MENGALAMI MASALAH  BURUKK SEBURUKNYA,amat sangat buruk  internet selalu los saya seorang content creator yang butuh internet baik dan normal sudah  bulan pasang x mengalami masalah  burukk seburuknya,amat sangat buruk internet selalu los saya seorang content creator yang butuh internet baik dan normal sudah bulan pasang kali mengalami masalah burukk seburuknya,"['amat', 'sangat', 'buruk', 'internet', 'selalu', 'los', 'saya', 'seorang', 'content', 'creator', 'yang', 'butuh', 'internet', 'baik', 'dan', 'normal', 'sudah', 'bulan', 'pasang', 'kali', 'mengalami', 'masalah', 'burukk', 'seburuknya']","['buruk', 'internet', 'los', 'content', 'creator', 'butuh', 'internet', 'normal', 'pasang', 'kali', 'mengalami', 'burukk', 'seburuknya']",buruk internet los content creator butuh internet normal pasang kali alami burukk buruk,Negatif
2024-07-30 14:09:24,luyya,1,lag parah noob,lag parah noob,lag parah noob,lag parah noob,"['lag', 'parah', 'noob']","['lag', 'parah', 'noob']",lag parah noob,Negatif
2024-07-30 02:46:42,Andre Armor,1,Setelah di update malah sampe sekarang nggak bisa di buka aplikasi ini.payah!,Setelah di update malah sampe sekarang nggak bisa di buka aplikasi inipayah,setelah di update malah sampe sekarang nggak bisa di buka aplikasi inipayah,setelah di update malah sampai sekarang tidak bisa di buka aplikasi inipayah,"['setelah', 'di', 'update', 'malah', 'sampai', 'sekarang', 'tidak', 'bisa', 'di', 'buka', 'aplikasi', 'inipayah']","['update', 'buka', 'aplikasi', 'inipayah']",update buka aplikasi inipayah,Negatif
2024-07-27 22:48:09,robby medianysah,1,"Tiap mau bayar lewat aplikasi ini, lamgsung keluar sendiri aplikasinya 🙄",Tiap mau bayar lewat aplikasi ini lamgsung keluar sendiri aplikasinya ,tiap mau bayar lewat aplikasi ini lamgsung keluar sendiri aplikasinya ,tiap mau bayar lewat aplikasi ini lamgsung keluar sendiri aplikasinya,"['tiap', 'mau', 'bayar', 'lewat', 'aplikasi', 'ini', 'lamgsung', 'keluar', 'sendiri', 'aplikasinya']","['bayar', 'aplikasi', 'lamgsung', 'aplikasinya']",bayar aplikasi lamgsung aplikasi,Negatif
2024-07-27 02:16:43,Dodi Purwanto,1,"Pelayanan lelet.. Cs nya lemot, bayar mah bayar gangguan mulu!! Ancur banget ini",Pelayanan lelet Cs nya lemot bayar mah bayar gangguan mulu Ancur banget ini,pelayanan lelet cs nya lemot bayar mah bayar gangguan mulu ancur banget ini,pelayanan lelet cs ya lemot bayar mah bayar gangguan mulu hancur banget ini,"['pelayanan', 'lelet', 'cs', 'ya', 'lemot', 'bayar', 'mah', 'bayar', 'gangguan', 'mulu', 'hancur', 'banget', 'ini']","['pelayanan', 'lelet', 'cs', 'ya', 'lemot', 'bayar', 'mah', 'bayar', 'gangguan', 'mulu', 'hancur', 'banget']",layan lelet cs ya lot bayar mah bayar ganggu mulu hancur banget,Positif
2024-07-13 05:31:07,Yakin Dapattenmillion,1,"JANGAN MAU PAKE INTERNET INI,LEMOT,TIDAK SESUAI PAKET",JANGAN MAU PAKE INTERNET INILEMOTTIDAK SESUAI PAKET,jangan mau pake internet inilemottidak sesuai paket,jangan mau pakai internet inilemottidak sesuai paket,"['jangan', 'mau', 'pakai', 'internet', 'inilemottidak', 'sesuai', 'paket']","['pakai', 'internet', 'inilemottidak', 'sesuai', 'paket']",pakai internet inilemottidak sesuai paket,Positif
2024-07-10 03:59:11,Erik Pratama,3,"Secara fungsionalitas APK sudah bagus, tapi perhatikan juga untuk meningkatkan kemanan akun agar lebih terjaga datanya",Secara fungsionalitas APK sudah bagus tapi perhatikan juga untuk meningkatkan kemanan akun agar lebih terjaga datanya,secara fungsionalitas apk sudah bagus tapi perhatikan juga untuk meningkatkan kemanan akun agar lebih terjaga datanya,secara fungsionalitas apk sudah bagus tapi perhatikan juga untuk meningkatkan kemanan akun agar lebih terjaga datanya,"['secara', 'fungsionalitas', 'apk', 'sudah', 'bagus', 'tapi', 'perhatikan', 'juga', 'untuk', 'meningkatkan', 'kemanan', 'akun', 'agar', 'lebih', 'terjaga', 'datanya']","['fungsionalitas', 'apk', 'bagus', 'perhatikan', 'meningkatkan', 'kemanan', 'akun', 'terjaga', 'datanya']",fungsionalitas apk bagus perhati tingkat keman akun jaga data,Negatif
2024-07-09 14:52:43,Cemon Miban,1,"apa apaan ni udh 30 menit lebih mau buka channel tv kaga bisa, iklan mulu disuruh bayar tagihan oxygen pake ovo. iklannya ga tau waktu. jadinya saya ketinggalan acara tv favorit saya. tolong kurangi iklan spt ini, lagian saya juga udah bayar kok. kalo mau iklan gini boleh, tapi jangan kelamaan kalii, orang udh ga sabar mau nonton channel tv kesukaan malah iklan lama begini.",apa apaan ni udh  menit lebih mau buka channel tv kaga bisa iklan mulu disuruh bayar tagihan oxygen pake ovo iklannya ga tau waktu jadinya saya ketinggalan acara tv favorit saya tolong kurangi iklan spt ini lagian saya juga udah bayar kok kalo mau iklan gini boleh tapi jangan kelamaan kalii orang udh ga sabar mau nonton channel tv kesukaan malah iklan lama begini,apa apaan ni udh  menit lebih mau buka channel tv kaga bisa iklan mulu disuruh bayar tagihan oxygen pake ovo iklannya ga tau waktu jadinya saya ketinggalan acara tv favorit saya tolong kurangi iklan spt ini lagian saya juga udah bayar kok kalo mau iklan gini boleh tapi jangan kelamaan kalii orang udh ga sabar mau nonton channel tv kesukaan malah iklan lama begini,apa apaan nih sudah menit lebih mau buka channel tv kagak bisa iklan mulu disuruh bayar tagihan oxygen pakai ovo iklannya tidak tau waktu jadinya saya ketinggalan acara tv favorit saya tolong kurangi iklan seperti ini lagian saya juga sudah bayar kok kalau mau iklan begini boleh tapi jangan kelamaan kali orang sudah tidak sabar mau menonton channel tv kesukaan malah iklan lama begini,"['apa', 'apaan', 'nih', 'sudah', 'menit', 'lebih', 'mau', 'buka', 'channel', 'tv', 'kagak', 'bisa', 'iklan', 'mulu', 'disuruh', 'bayar', 'tagihan', 'oxygen', 'pakai', 'ovo', 'iklannya', 'tidak', 'tau', 'waktu', 'jadinya', 'saya', 'ketinggalan', 'acara', 'tv', 'favorit', 'saya', 'tolong', 'kurangi', 'iklan', 'seperti', 'ini', 'lagian', 'saya', 'juga', 'sudah', 'bayar', 'kok', 'kalau', 'mau', 'iklan', 'begini', 'boleh', 'tapi', 'jangan', 'kelamaan', 'kali', 'orang', 'sudah', 'tidak', 'sabar', 'mau', 'menonton', 'channel', 'tv', 'kesukaan', 'malah', 'iklan', 'lama', 'begini']","['nih', 'menit', 'buka', 'channel', 'tv', 'kagak', 'iklan', 'mulu', 'disuruh', 'bayar', 'tagihan', 'oxygen', 'pakai', 'ovo', 'iklannya', 'tau', 'ketinggalan', 'acara', 'tv', 'favorit', 'tolong', 'kurangi', 'iklan', 'bayar', 'iklan', 'kali', 'orang', 'sabar', 'menonton', 'channel', 'tv', 'kesukaan', 'iklan']",nih menit buka channel tv kagak iklan mulu suruh bayar tagih oxygen pakai ovo iklan tau tinggal acara tv favorit tolong kurang iklan bayar iklan kali orang sabar tonton channel tv suka iklan,Negatif
2024-07-08 13:36:39,Hamid Syrhdn,1,"Sampah banget - Gangguan Terus Hampir seminggu (Bayar Internet buat dipake bukan buat gangguan) - CS jawaban template Mulu, gak ngasih solusi, belum selesai komplain udah di endchat. lu perusahaan service kalo gamau terima komplain gausah buka jasa. - Bad Experience",Sampah banget  Gangguan Terus Hampir seminggu Bayar Internet buat dipake bukan buat gangguan  CS jawaban template Mulu gak ngasih solusi belum selesai komplain udah di endchat lu perusahaan service kalo gamau terima komplain gausah buka jasa  Bad Experience,sampah banget  gangguan terus hampir seminggu bayar internet buat dipake bukan buat gangguan  cs jawaban template mulu gak ngasih solusi belum selesai komplain udah di endchat lu perusahaan service kalo gamau terima komplain gausah buka jasa  bad experience,sampah banget gangguan terus hampir seminggu bayar internet buat dipakai bukan buat gangguan cs jawaban template mulu tidak mengasih solusi belum selesai komplain sudah di endchat kamu perusahaan service kalau terima komplain buka jasa bad experience,"['sampah', 'banget', 'gangguan', 'terus', 'hampir', 'seminggu', 'bayar', 'internet', 'buat', 'dipakai', 'bukan', 'buat', 'gangguan', 'cs', 'jawaban', 'template', 'mulu', 'tidak', 'mengasih', 'solusi', 'belum', 'selesai', 'komplain', 'sudah', 'di', 'endchat', 'kamu', 'perusahaan', 'service', 'kalau', 'terima', 'komplain', 'buka', 'jasa', 'bad', 'experience']","['sampah', 'banget', 'gangguan', 'seminggu', 'bayar', 'internet', 'dipakai', 'gangguan', 'cs', 'template', 'mulu', 'mengasih', 'solusi', 'selesai', 'komplain', 'endchat', 'perusahaan', 'service', 'terima', 'komplain', 'buka', 'jasa', 'bad', 'experience']",sampah banget ganggu minggu bayar internet pakai ganggu cs template mulu asih solusi selesai komplain endchat usaha service terima komplain buka jasa bad experience,Positif
2024-07-07 01:36:51,Mr. Chandra P,1,"Pelayanan costumer servis burukk Dan juga tidak ada rating pelayanan tuk teknisi yg datang ke tempat pelanggan, jadi costumer servis juga teknisi bisa sesuka hati dan tidak ada tanggung jawab pekerjaannya",Pelayanan costumer servis burukk Dan juga tidak ada rating pelayanan tuk teknisi yg datang ke tempat pelanggan jadi costumer servis juga teknisi bisa sesuka hati dan tidak ada tanggung jawab pekerjaannya,pelayanan costumer servis burukk dan juga tidak ada rating pelayanan tuk teknisi yg datang ke tempat pelanggan jadi costumer servis juga teknisi bisa sesuka hati dan tidak ada tanggung jawab pekerjaannya,pelayanan costumer servis burukk dan juga tidak ada rating pelayanan untuk teknisi yang datang ke tempat pelanggan jadi costumer servis juga teknisi bisa sesuka hati dan tidak ada tanggung jawab pekerjaannya,"['pelayanan', 'costumer', 'servis', 'burukk', 'dan', 'juga', 'tidak', 'ada', 'rating', 'pelayanan', 'untuk', 'teknisi', 'yang', 'datang', 'ke', 'tempat', 'pelanggan', 'jadi', 'costumer', 'servis', 'juga', 'teknisi', 'bisa', 'sesuka', 'hati', 'dan', 'tidak', 'ada', 'tanggung', 'jawab', 'pekerjaannya']","['pelayanan', 'costumer', 'servis', 'burukk', 'rating', 'pelayanan', 'teknisi', 'pelanggan', 'costumer', 'servis', 'teknisi', 'sesuka', 'hati', 'tanggung', 'pekerjaannya']",layan costumer servis burukk rating layan teknisi langgan costumer servis teknisi suka hati tanggung kerja,Positif
2024-07-05 09:18:08,S Hendo,1,"Lag gk jelas, stuck terus",Lag gk jelas stuck terus,lag gk jelas stuck terus,lag tidak jelas stuck terus,"['lag', 'tidak', 'jelas', 'stuck', 'terus']","['lag', 'stuck']",lag stuck,Negatif
2024-07-03 17:48:46,mohammad rizky adzano,1,aplikasi gak berfungsi sama sekali padahal sudah coba logout tetap aja gak bisa,aplikasi gak berfungsi sama sekali padahal sudah coba logout tetap aja gak bisa,aplikasi gak berfungsi sama sekali padahal sudah coba logout tetap aja gak bisa,aplikasi tidak berfungsi sama sekali padahal sudah coba logout tetap saja tidak bisa,"['aplikasi', 'tidak', 'berfungsi', 'sama', 'sekali', 'padahal', 'sudah', 'coba', 'logout', 'tetap', 'saja', 'tidak', 'bisa']","['aplikasi', 'berfungsi', 'coba', 'logout']",aplikasi fungsi coba logout,Negatif
